time,uo,vo,Ocean_Health_Index,Fisheries_Index
2004-06-01,-0.16279273,0.011978297,75.92855549358322,70.64338055606466
2004-07-01,-0.17120835,0.024995692,75.42106484009915,69.92284538353326
2004-08-01,-0.14307652,0.019248703,75.10500746227763,69.28511981071995
2004-09-01,-0.16505888,0.0050940877,75.00003427707254,68.75562794375338
2004-10-01,-0.12463534,-0.020104708,75.11267200871059,68.3554789524613
2004-11-01,-0.098468415,-0.032938674,75.4359173885905,68.10062551438335
2004-12-01,0.012904778,-0.022351304,75.94967258460491,68.00122783185917
2005-01-01,0.10285042,0.0012528831,76.62199478699847,68.06124857682349
2005-02-01,0.08496045,0.020994259,77.41108225756605,68.27829491158099
2005-03-01,0.025486872,0.0007692947,78.2678733592708,68.64371388369419
2005-04-01,-0.099492855,-0.011203299,79.13909697120897,69.1429373918912
2005-05-01,-0.1655404,0.0074674156,79.97058462889325,69.75606297029108
2005-06-01,-0.14159714,0.0066189016,80.71063845701383,70.45864723691268
2005-07-01,-0.1554904,0.017641477,81.31324549293068,71.22268037417867
2005-08-01,-0.15954767,0.004208403,81.74093854983019,72.0177027919522
2005-09-01,-0.13811965,-0.010801397,81.96712574493205,72.812019455275
2005-10-01,-0.09860548,-0.036874324,81.97774385396467,73.57396346539156
2005-11-01,-0.043797057,-0.028247941,81.77213269433639,74.2731585190719
2005-12-01,-0.009625896,-0.039410736,81.36307617209143,74.88172991596335
2006-01-01,0.10255703,0.004355485,80.7760074405499,75.37541583492997
2006-02-01,0.06169766,0.006553166,80.04742759001789,75.73453457629854
2006-03-01,0.09733089,-0.013669238,79.22263618678228,75.94476920911545
2006-04-01,0.059998255,0.00066199136,78.35291476548406,75.99773834200401
2006-05-01,-0.09709337,0.005525087,77.49233839167228,75.89133026278974
2006-06-01,-0.17185451,0.018201098,76.69441353613662,75.62978712580079
2006-07-01,-0.1595759,0.023764465,76.00875130170807,75.2235358305618
2006-08-01,-0.17383859,0.016138174,75.47798284517233,74.68877233421387
2006-09-01,-0.1532528,0.002110727,75.13510877842155,74.0468159698126
2006-10-01,-0.15557286,-0.01683071,75.00144735024274,73.32325951179618
2006-11-01,-0.10609198,-0.025494218,75.08530898086144,72.54694887283134
2006-12-01,-0.078204386,-0.02952523,75.38147956026302,71.74883310830367
2007-01-01,0.09251372,-0.0017138509,75.87154463629913,70.96073057514498
2007-02-01,0.09832354,-4.282457e-05,76.5250343361335,70.21406043435094
2007-03-01,0.054221883,0.01668706,77.30131783535636,69.53859006818112
2007-04-01,-0.11264365,-0.022872593,78.15212958585403,68.96124834856471
2007-05-01,-0.1446182,-0.011955579,79.02457023382033,68.50505206795567
2007-06-01,-0.14265731,0.00019391881,79.86439564536232,68.18818833245128
2007-07-01,-0.16371447,0.021898989,80.6193895440186,68.02328949926473
2007-08-01,-0.15361445,0.013817239,81.24261006592424,68.01692956450685
2007-09-01,-0.14664401,-0.005259634,81.6953083775467,68.16936207870646
2007-10-01,-0.122134015,-0.031770136,81.94933789047792,68.47451003855106
2007-11-01,-0.057742815,-0.034291077,81.9889042799758,68.92020815783171
2007-12-01,0.021328637,-0.025374588,81.81154749957805,69.48868785901446
2008-01-01,0.13452965,-0.0044019828,81.42829473487619,70.15728565035455
2008-02-01,0.13425732,-0.001049201,80.8629747865248,70.8993466477936
2008-03-01,-0.00588257,-0.009022585,80.15073651082969,71.68528722107264
2008-04-01,-0.121074185,-0.015799154,79.33586343410354,72.4837743997139
2008-05-01,-0.15618439,0.0047743046,78.46902041748359,73.26297501967697
2008-06-01,-0.16028439,0.011280199,77.60410356125733,73.99182481115366
2008-07-01,-0.15260503,0.016720798,76.79488920638822,74.64126683297633
2008-08-01,-0.15942015,0.011725169,76.09169038209596,75.18540988116769
2008-09-01,-0.14302592,-0.024873696,75.5382285853869,75.60256068953908
2008-10-01,-0.15097933,-0.034412928,75.16891539013176,75.8760887717562
2008-11-01,-0.035899222,-0.03821392,75.00671290207211,75.99508942634884
2008-12-01,0.05058813,-0.0121699935,75.06170608630052,75.95481847274668
2009-01-01,0.11070432,-0.0045565576,75.33047573297682,75.75688138678748
2009-02-01,0.114100315,-0.0012617289,75.7963110472353,75.40916929546185
2009-03-01,0.01624683,0.007176538,76.43024864547206,74.92554438258199
2009-04-01,-0.08933388,-0.029920079,77.1928733582556,74.32528724725775
2009-05-01,-0.13071318,-0.027210582,78.0367688746578,73.63232824725357
2009-06-01,-0.13546188,0.007855591,78.90946585881028,72.87429347114104
2009-07-01,-0.15815485,0.030072864,79.75670423907759,72.08140337332674
2009-08-01,-0.15388438,0.01576933,80.52580683650713,71.28526797990106
2009-09-01,-0.14647792,-0.010987871,81.16895457667862,70.51762669664943
2009-10-01,-0.14852369,-0.016742257,81.64615964814364,69.80908295910292
2009-11-01,-0.124545485,-0.013989408,81.9277517508637,69.18788417013846
2009-12-01,-0.007543497,-0.017945405,81.99622285176089,68.6787955651659
2010-01-01,0.11315814,0.012781812,81.84731574941576,68.30211290034352
2010-02-01,0.10821344,0.017531855,81.49028876623233,68.0728533248269
2010-03-01,0.0067429757,-8.212021e-05,80.94734011079284,68.00015669442145
2010-04-01,-0.038889784,-0.015151759,80.25222770076346,68.08692119437397
2010-05-01,-0.14515902,-0.0346359,79.44817025907754,68.32968779787255
2010-06-01,-0.16440965,0.003423207,78.5851601830702,68.71877816653004
2010-07-01,-0.16221038,-0.017614748,77.71685525934622,69.2386804951937
2010-08-01,-0.14357944,-0.004203569,76.89724248249615,69.8686679186664
2010-09-01,-0.14591172,-0.034525745,76.17728140525462,70.58362482641456
2010-10-01,-0.10841287,-0.03440041,75.60173572032964,71.35504814270324
2010-11-01,-0.06011001,-0.021909816,75.20639007079966,72.15218365427909
2010-12-01,0.05267227,-0.0020268173,75.0158251343269,72.9432520838021
2011-01-01,0.097036,-0.0007677474,75.04188931567498,73.69671602934798
2011-02-01,0.062348388,-0.0048058676,75.28296207028748,74.38253726110084
2011-03-01,0.05107578,-0.011072603,75.7240546618995,74.97337425078469
2011-04-01,-0.05655596,-0.015754009,76.33774208956186,75.44567219211481
2011-05-01,-0.15057647,0.014841885,77.08586824136927,75.78060205659268
2011-06-01,-0.14584507,0.04601282,77.92191825669248,75.9648112474539
2011-07-01,-0.17152496,0.026174817,78.79391059492112,75.99095592556452
2011-08-01,-0.16248202,0.025835797,79.64762899589039,75.8579937851126
2011-09-01,-0.15423124,-0.001826567,80.42999338434592,75.57122560705164
2011-10-01,-0.120711,-0.031407576,81.09236013193386,75.14208393369162
2011-11-01,-0.10493136,-0.037636947,81.5935464824104,74.58767728931456
2011-12-01,0.068228535,-0.009621451,81.90239109595957,73.93010811730042
2012-01-01,0.07044521,-0.015731871,81.99969151037544,73.19559162545788
2012-02-01,0.024969302,-0.0073635452,81.87939805715652,72.41341066841588
2012-03-01,0.058554552,0.0031333433,81.54899000059211,71.61474833261695
2012-04-01,-0.10840383,-0.011994248,81.02901051333397,70.83144476506466
2012-05-01,-0.14468399,-0.01130374,80.35178940142008,70.09472780713993
2012-06-01,-0.14063948,0.026979009,79.55943299352211,69.43396803911047
2012-07-01,-0.16405535,0.026543176,78.70120617336724,68.87550786777955
2012-08-01,-0.15270501,0.026183855,77.83046932787866,68.44161133785516
2012-09-01,-0.14414346,-0.005784113,77.00136065676347,68.14957653474573
2012-10-01,-0.14613546,-0.021265322,76.26543012146904,68.01104596448211
2012-11-01,-0.110673055,-0.032889858,75.66843431825832,68.0315424037422
2012-12-01,-0.054123133,-0.039807077,75.24749155467282,68.21024872417297
2013-01-01,0.10594838,-0.008086003,75.0287740129491,68.54004046871924
2013-02-01,0.043289978,-0.010101751,75.02588049049035,69.007769881244
2013-03-01,0.06748172,-0.002669814,75.23899089250853,69.59479006607538
2013-04-01,-0.09411596,-0.01007831,75.65485504638959,70.27769838089348
2013-05-01,-0.14180174,-0.017924575,76.24761653325051,71.02926942622832
2013-06-01,-0.15071847,-0.0054584825,76.98042031483186,71.81954043622196
2013-07-01,-0.17117564,0.008783473,77.80770420127239,72.61700579955034
2013-08-01,-0.15219209,0.005064409,78.67803168739758,73.38987308872504
2013-09-01,-0.14917175,-0.009235837,79.53729002548285,74.10733052385044
2013-10-01,-0.13317467,-0.03158303,80.33205469381619,74.74077534105595
2013-11-01,-0.0153612895,-0.019855205,81.01291107470075,75.26495409443028
2013-12-01,-0.040383566,-0.041986927,81.53752681604742,75.65896943121813
2014-01-01,0.09619541,-0.009231536,81.8732838519943,75.90711320332905
2014-02-01,0.10363949,0.0028103713,81.99930643625902,75.99949270163194
2014-03-01,0.013807521,-0.0034182756,81.90775909493243,75.93242504704982
2014-04-01,-0.04674827,-0.015956629,81.60433379829588,75.70858401532665
2014-05-01,-0.16018191,-0.02161444,81.10789606167772,75.33689344202604
2014-06-01,-0.1679042,0.003195212,80.44931197908375,74.83217145736802
2014-07-01,-0.1680957,0.014612828,79.66952911896948,74.21453973413863
2014-08-01,-0.16579363,0.02850711,78.81703060275991,73.50862130009334
2014-09-01,-0.15501413,-0.0016848496,77.94482065918352,72.74255889554317
2014-10-01,-0.15174514,-0.018732825,77.10712907805166,71.94689301110776
2014-11-01,-0.12239333,-0.04303255,76.35603946458586,71.1533443347307
2014-12-01,0.01857777,-0.036408138,75.738250933108,70.39354914795149
2015-01-01,0.122792006,0.009217808,75.29217458229529,69.69779808719463
2015-02-01,0.084643096,0.006641667,75.04554527910551,69.09382855168309
2015-03-01,0.04890299,0.008485102,75.01369723908142,68.60571890086158
2015-04-01,-0.10694273,-0.03126238,75.19861061909823,68.25292852618932
2015-05-01,-0.15787007,-0.0024988067,75.5887884007999,68.0495220666101
2015-06-01,-0.18339811,0.0072977613,76.1599712195156,68.0036086957811
2015-07-01,-0.1760289,0.011588671,76.8766456940566,68.11701883490927
2015-08-01,-0.172536,0.010192331,77.69425247675235,68.38523117963398
2015-09-01,-0.16668472,-0.0021217475,78.56195673786895,68.79755295016403
2015-10-01,-0.17081028,-0.018278576,79.42580882910742,69.33754617866497
2015-11-01,-0.09825244,-0.038022563,80.2320986114342,69.98368303916367
2015-12-01,0.033746008,-0.017469164,80.93069489138529,70.71020409403476
2016-01-01,0.015326102,-0.0022101025,81.47816233586941,71.48814524149039
2016-02-01,0.07391255,0.010351932,81.84046207080405,72.28649242291668
2016-03-01,0.055095136,0.00066556863,81.9950680534412,73.07341805552039
2016-04-01,-0.11466351,-0.032100555,81.93236763260239,73.81754989761707
2016-05-01,-0.13460223,-0.024302863,81.65625921677083,74.48922176090612
2016-06-01,-0.14105955,-0.01027131,81.18390988993355,75.06165620778137
2016-07-01,-0.14991795,0.011200206,80.5446880454465,75.51203208326724
2016-08-01,-0.1473942,0.012712212,79.7783374015792,75.82239432245136
2016-09-01,-0.12791683,-0.029108103,78.93250592960828,75.98036976226216
2016-10-01,-0.13389318,-0.04405671,78.05978333374276,75.9796604204347
2016-11-01,-0.071495146,-0.034844365,77.21443127803033,75.82029457618918
2016-12-01,0.017621564,-0.02015604,76.44900965889906,75.50862564282767
2017-01-01,0.09248225,-0.002550572,75.81110868536716,75.05707887719512
2017-02-01,0.09193598,0.006709384,75.3403899503457,74.48365602389904
2017-03-01,0.060283,-0.020596514,75.06612046488917,73.81121764255995
2017-04-01,-0.076394066,-0.04150005,75.00535297720056,73.06657172943974
2017-05-01,-0.16587824,-0.020078994,75.16186571534185,72.27940496722852
2017-06-01,-0.16937676,-0.006303277,75.52592747531251,71.48109921068726
2017-07-01,-0.16082978,-0.009046125,76.07490266018206,70.70348039112974
2017-08-01,-0.15972742,0.006990981,76.77465865187341,69.9775497169737
2017-09-01,-0.1508917,-0.011468706,77.58168801203625,69.33224775339096
2017-10-01,-0.10702446,-0.039726265,78.44581356383884,68.79330065330149
2017-11-01,-0.08008881,-0.044611547,79.3133081657942,68.38219453683993
2017-12-01,-0.013942377,-0.028710455,80.13023520519455,68.11531890754924
2018-01-01,0.06692017,-0.012320169,80.84580211545182,68.00331325459449
2018-02-01,0.08603769,0.0033655907,81.41551841187818,68.0506428899047
2018-03-01,0.065216035,0.00049697683,81.80396189453792,68.25542093027735
2018-04-01,-0.09174166,-0.015227691,81.98698102907467,68.60948352145726
2018-05-01,-0.17763679,-0.012543861,81.95319657214169,69.09871530524323
2018-06-01,-0.16504505,0.0006495208,81.70470907763875,69.70361215427585
2018-07-01,-0.16186966,0.010424723,81.25696829444442,70.40005874004659
2018-08-01,-0.14151672,0.010671812,80.63781257586045,71.16028993494508
2018-09-01,-0.15690976,0.005693147,79.88573802563641,71.95399772027893
2018-10-01,-0.11694342,-0.01398409,79.04750499669137,72.74953947133672
2018-11-01,-0.054989144,-0.025159791,78.17523075884942,73.51519944898085
2018-12-01,0.096436165,0.013204114,77.32314909942795,74.2204532060825
2019-01-01,0.12051243,0.01366774,76.54423832901934,74.83718450090294
2019-02-01,0.11626551,0.012574506,75.8869273467346,75.34080620292578
2019-03-01,0.07859014,-0.007881209,75.39208456581818,75.7112405041616
2019-04-01,-0.09257263,-0.028105643,75.09047691365541,75.93371935799313
2019-05-01,-0.14031284,-0.033872355,75.00085689324483,75.99937323459076
2019-06-01,-0.18073978,-0.00553606,75.12879664338807,75.90558472107732
2019-07-01,-0.15533055,0.015710266,75.46634149008734,75.65609286951982
2019-08-01,-0.15518618,0.014819844,75.99250452964677,75.26084413272278
2019-09-01,-0.15739045,-0.004647668,76.6745714926958,74.7355958305428
2019-10-01,-0.13769895,-0.03877586,77.47013475900972,74.10128795527092
2019-11-01,-0.08876102,-0.03481575,78.3297300579372,73.38320836021997
2019-12-01,-0.021193352,-0.022158884,79.19991191717307,72.60998461281346
2020-01-01,0.10092911,-0.0031886864,80.02657664336739,71.81244270381183
2020-02-01,0.1302428,0.011498817,80.75832622773095,71.02237811233796
2020-03-01,0.029864252,-0.002576094,81.34966402527952,70.27128822046089
2020-04-01,-0.07477846,-0.028520353,81.76382351585963,69.58911661196856
2020-05-01,-0.1536244,-0.018441172,81.97505426829588,69.00305931617459
2020-06-01,-0.16576394,-0.00579209,81.97022297748133,68.53648058805149
2020-07-01,-0.16023345,0.009479201,81.74963002967883,68.20798144911527
2020-08-01,-0.12899262,-0.005598024,81.32699082595816,68.03065812339628
2020-09-01,-0.15379487,-0.025027113,80.72858302498699,68.01157993231487
2020-10-01,-0.11054028,-0.044445567,79.99161272548858,68.15150746314471
2020-11-01,-0.06966133,-0.04369106,79.16190117122812,68.4448622467985
2020-12-01,0.057636287,-0.030323815,78.29103580800692,68.87994915378647
